ORDER	ORTHOGRAPHY	IPA	FREQUENCY
41127	auteur	ɔːtˈɜː	19
41128	auras	ˈɔːɹəz	19
41129	asthmatics	æsmˈætɪks	19
41130	asphyxia	ɐsfˈɪksi‍ə	19
41131	arroyo	æɹˈɔ‍ɪə‍ʊ	19
41132	armourers	ˈɑːmɜːɹəz	19
41133	aquilegias	ˌækwɪlˈiːd‍ʒəz	19
41134	aquilegia	ˌækwɪlˈiːd‍ʒɐ	19
41135	apropos	ˌæpɹəpˈə‍ʊ	19
41136	apoplectic	ˌæpəplˈɛktɪk	19
41137	annexation	ˌænɪksˈe‍ɪʃən	19
41138	anas	ˈɑːnəz	19
41139	amoebas	ɐmˈiːbəz	19
41140	altimeter	ˈæltɪmˌiːtɐ	19
41141	almoner	ˈɒlmənɐ	19
41142	allusions	ɐlˈuːʒənz	19
41143	allele	ɐlˈiːl	19
41144	airstream	ˈe‍əstɹiːm	19
41145	afflictions	ɐflˈɪkʃənz	19
41146	aeons	ˈiːɒnz	19
41147	adulteress	ɐdˈʌltəɹəs	19
41148	administratively	ɐdmˈɪnɪstɹətˌɪvli	19
41149	abortionist	ɐbˈɔːʃənˌɪst	19
41150	abominably	ɐbˈɒmɪnəbli	19
41151	ablutions	ɐblˈuːʃənz	19
41152	zookeepers	zˈʊkiːpəz	18
41153	youthfulness	jˈuːθfə‍lnəs	18
41154	yoked	jˈə‍ʊkt	18
41155	wusses	wˈʊsɪz	18
41156	wriggler	ɹˈɪɡlɐ	18
41157	woolsack	wˈʊlsæk	18
41158	woollies	wˈʊliz	18
41159	woofer	wˈuːfɐ	18
41160	womenfolk	wˈɪmɪnfˌə‍ʊk	18
41161	wolfed	wˈʊlft	18
41162	windsurf	wˈɪndsɜːf	18
41163	wimple	wˈɪmpə‍l	18
41164	wigwams	wˈɪɡwæmz	18
41165	wickedest	wˈɪkɛdəst	18
41166	whoreson	wˈɔːsən	18
41167	weirs	wˈi‍əz	18
41168	weal	wˈiːl	18
41169	waxwings	wˈækswɪŋz	18
41170	watercourse	wˈɔːtəkˌɔːs	18
41171	waspish	wˈɒspɪʃ	18
41172	wanks	wˈænks	18
41173	wanderings	wˈɒndəɹɪŋz	18
41174	wallows	wˈɒlə‍ʊz	18
41175	wagoner	wˈæɡənɐ	18
41176	waddles	wˈɒdə‍lz	18
41177	vulcanisation	vˌʌlkɐna‍ɪzˈe‍ɪʃən	18
41178	voltages	vˈə‍ʊltɪd‍ʒɪz	18
41179	vocations	və‍ʊkˈe‍ɪʃənz	18
41180	vindictiveness	vɪndˈɪktɪvnəs	18
41181	vilify	vˈɪlɪfˌa‍ɪ	18
41182	vicissitudes	vˈɪsɪsˌɪtjuːdz	18
41183	vibrators	va‍ɪbɹˈe‍ɪtəz	18
41184	vibrated	va‍ɪbɹˈe‍ɪtɪd	18
41185	usurper	juːzˈɜːpɐ	18
41186	usherette	ˌʌʃəɹˈɛt	18
41187	unsullied	ʌnsˈʌlid	18
41188	unsubtle	ʌnsˈʌtə‍l	18
41189	unstick	ʌnstˈɪk	18
41190	unreleased	ˌʌnɹɪlˈiːsd	18
41191	unreconstructed	ˌʌnɹˌiːkənstɹˈʌktɪd	18
41192	unquenchable	ʌnkwˈɛnt‍ʃəbə‍l	18
41193	unprocessed	ʌnpɹˈə‍ʊsɛst	18
41194	unladylike	ʌnlˈe‍ɪdɪlˌa‍ɪk	18
41195	unintelligent	ˌʌnɪntˈɛlɪd‍ʒənt	18
41196	ungentlemanly	ʌnd‍ʒˈɛntə‍lmənli	18
41197	unfeasible	ʌnfˈiːzəbə‍l	18
41198	undistinguished	ʌndɪstˈɪŋɡwɪʃt	18
41199	understate	ˌʌndəstˈe‍ɪt	18
41200	undersell	ˌʌndəsˈɛl	18
41201	underpowered	ˌʌndəpˈa‍ʊəd	18
41202	undefined	ˌʌndɪfˈa‍ɪnd	18
41203	unadorned	ʌnɐdˈɔːnd	18
41204	umlaut	ˈʌmla‍ʊt	18
41205	umber	ˈʌmbɐ	18
41206	typefaces	tˈa‍ɪpfe‍ɪsɪz	18
41207	twinges	twˈɪnd‍ʒɪz	18
41208	tussling	tˈʌslɪŋ	18
41209	turbocharger	tˈɜːbət‍ʃˌɑːɡɐ	18
41210	truelove	tɹˈuːəlˌʌv	18
41211	truckloads	tɹˈʌklə‍ʊdz	18
41212	tripwire	tɹˈɪpwa‍ɪ‍ə	18
41213	trendiest	tɹˈɛndɪəst	18
41214	treasonous	tɹˈiːzənəs	18
41215	treader	tɹˈɛdɐ	18
41216	transcending	tɹænsˈɛndɪŋ	18
41217	tourniquets	tˈɔːnɪkˌe‍ɪs	18
41218	toggles	tˈɒɡə‍lz	18
41219	toehold	tˈə‍ʊhə‍ʊld	18
41220	toddled	tˈɒdə‍ld	18
41221	tipster	tˈɪpstɐ	18
41222	tipples	tˈɪpə‍lz	18
41223	tinkles	tˈɪŋkə‍lz	18
41224	tilling	tˈɪlɪŋ	18
41225	thymus	θˈa‍ɪməs	18
41226	tethering	tˈɛðəɹɪŋ	18
41227	terabytes	tˈɛɹəbˌa‍ɪts	18
41228	telemetry	təlˈɛmətɹˌi	18
41229	teemed	tˈiːmd	18
41230	techy	tˈɛki	18
41231	tearaways	tˈe‍əɹəwˌe‍ɪz	18
41232	taxidermists	tˈæksɪdəmˌɪsts	18
41233	tats	tˈæts	18
41234	tardiness	tˈɑːdɪnəs	18
41235	tantalised	tˈɑːntəlˌa‍ɪzd	18
41236	tagger	tˈæɡɐ	18
41237	tactfully	tˈæktfəli	18
41238	tachograph	tˈækəɡɹˌæf	18
41239	tablespoonful	tˈe‍ɪbə‍lspˌuːnfə‍l	18
41240	synthesise	sˈɪnθəsˌa‍ɪz	18
41241	sympathises	sˈɪmpəθˌa‍ɪzɪz	18
41242	sweatband	swˈɛtbænd	18
41243	sutured	sˈuːt‍ʃəd	18
41244	survivable	səvˈa‍ɪvəbə‍l	18
41245	suppositories	sˈʌpəsˌɪtəɹˌiz	18
41246	supermen	sˈuːpəmˌɛn	18
41247	supercalifragilisticexpialidocious	sˌuːpəkˌælɪfɹˌæd‍ʒɪlˌɪsta‍ɪskspˌɪɐlɪdˈə‍ʊʃəs	18
41248	sunder	sˈʌndɐ	18
41249	subverting	səbvˈɜːtɪŋ	18
41250	subdural	sˈʌbdjɔːɹə‍l	18
41251	strep	stɹˈɛp	18
41252	stonechat	stˈə‍ʊnt‍ʃæt	18
41253	stokers	stˈə‍ʊkəz	18
41254	stepsister	stˈɛpsɪstɐ	18
41255	steelworker	stˈiːlwɜːkɐ	18
41256	steeling	stˈiːlɪŋ	18
41257	staved	stˈe‍ɪvd	18
41258	starkest	stˈɑːkəst	18
41259	stapes	stˈe‍ɪps	18
41260	standalone	stˈændɐlˌə‍ʊn	18
41261	stanchions	stˈɑːnʃənz	18
41262	stammered	stˈæməd	18
41263	stalky	stˈɔːki	18
41264	splicing	splˈa‍ɪsɪŋ	18
41265	spica	spˈiːkɐ	18
41266	speediest	spˈiːdɪəst	18
41267	spectaculars	spɛktˈækjʊləz	18
41268	spayed	spˈe‍ɪd	18
41269	spacewalk	spˈe‍ɪswɔːk	18
41270	sourpuss	sˈa‍ʊ‍əpʊs	18
41271	soiling	sˈɔ‍ɪlɪŋ	18
41272	snowballing	snˈə‍ʊbɔːlɪŋ	18
41273	smooths	smˈuːðs	18
41274	slinking	slˈɪŋkɪŋ	18
41275	slanderous	slˈɑːndəɹəs	18
41276	skivers	skˈa‍ɪvəz	18
41277	siphons	sˈa‍ɪfənz	18
41278	simplifies	sˈɪmplɪfˌa‍ɪz	18
41279	silty	sˈɪlti	18
41280	shyest	ʃˈa‍ɪəst	18
41281	shitfaced	ʃˈɪtfe‍ɪst	18
41282	shampooed	ʃæmpˈuːd	18
41283	shallowest	ʃˈælə‍ʊəst	18
41284	shabbily	ʃˈæbɪli	18
41285	servo	sˈɜːvə‍ʊ	18
41286	sequenced	sˈiːkwənst	18
41287	semitone	sˈɛmɪtˌə‍ʊn	18
41288	seismometers	sa‍ɪzmˈɒmɪtəz	18
41289	seaborne	sˈiːbɔːn	18
41290	scrutinises	skɹˈuːtɪnˌa‍ɪzɪz	18
41291	scratchcards	skɹˈæt‍ʃkɑːdz	18
41292	scrapbooks	skɹˈæpbʊks	18
41293	schoolchild	skˈuːlt‍ʃa‍ɪld	18
41294	schilling	ʃˈɪlɪŋ	18
41295	scherzo	ʃˈɜːzə‍ʊ	18
41296	sauternes	sˈɔːtənz	18
41297	salsas	sˈælsəz	18
41298	salade	sˈæle‍ɪd	18
41299	sagged	sˈæɡd	18
41300	sadist	sˈe‍ɪdɪst	18
41301	sacrum	sˈe‍ɪkɹəm	18
41302	saccharine	sˈækəɹˌɪn	18
41303	rums	ɹˈʌmz	18
41304	rubberised	ɹˈʌbəɹˌa‍ɪzd	18
41305	rouser	ɹˈa‍ʊsɐ	18
41306	rotator	ɹə‍ʊtˈe‍ɪtɐ	18
41307	rooming	ɹˈuːmɪŋ	18
41308	romanticising	ɹə‍ʊmˈæntɪsˌa‍ɪzɪŋ	18
41309	robed	ɹˈə‍ʊbd	18
41310	rinds	ɹˈa‍ɪndz	18
41311	ricochets	ɹˈɪkəʃˌe‍ɪs	18
41312	ribosome	ɹˈiːbə‍ʊsˌə‍ʊm	18
41313	reverie	ɹˈɛvəɹˌi	18
41314	revenges	ɹɪvˈɛnd‍ʒɪz	18
41315	restrains	ɹɪstɹˈe‍ɪnz	18
41316	reprogramming	ɹɪpɹˈə‍ʊɡɹæmɪŋ	18
41317	repackaged	ɹɪpˈækɪd‍ʒd	18
41318	remonstrating	ɹˈɛmənstɹˌe‍ɪtɪŋ	18
41319	reminiscence	ɹˌɛmɪnˈɪsəns	18
41320	relinquishing	ɹɪlˈɪnkwɪʃɪŋ	18
41321	reinvigorating	ɹˌiːɪnvˈɪɡəɹˌe‍ɪtɪŋ	18
41322	reigniting	ɹˌiːɪɡnˈa‍ɪtɪŋ	18
41323	refrigerate	ɹɪfɹˈɪd‍ʒəɹˌe‍ɪt	18
41324	redstart	ɹˈɛdstɑːt	18
41325	redoubled	ɹɪdˈʌbə‍ld	18
41326	rede	ɹɪdˈɛ	18
41327	recordable	ɹɪkˈɔːdəbə‍l	18
41328	reconnection	ɹˌiːkənˈɛkʃən	18
41329	recapitalised	ɹɪkˈæpɪtəlˌa‍ɪzd	18
41330	reappraisal	ɹˌiːɐpɹˈe‍ɪsə‍l	18
41331	realpolitik	ɹˈi‍əlpəlˌɪtɪk	18
41332	razzamatazz	ɹˌæzɐmɐtˈæz	18
41333	rattly	ɹˈætli	18
41334	rapt	ɹˈæpt	18
41335	ranching	ɹˈɑːnt‍ʃɪŋ	18
41336	ramrod	ɹˈæmɹɒd	18
41337	raffia	ɹˈæfiɐ	18
41338	quire	kwˈa‍ɪ‍ə	18
41339	quasars	kwˈe‍ɪzɑːz	18
41340	quaffing	kwˈɒfɪŋ	18
41341	pulpits	pˈʌlpɪts	18
41342	puffers	pˈʌfəz	18
41343	psychodrama	sˌa‍ɪkə‍ʊdɹˈɑːmɐ	18
41344	psychobabble	sˈa‍ɪkə‍ʊbˌæbə‍l	18
41345	pronouns	pɹˈə‍ʊna‍ʊnz	18
41346	proffer	pɹˈɒfɐ	18
41347	priciest	pɹˈa‍ɪsɪəst	18
41348	presser	pɹˈɛsɐ	18
41349	presences	pɹˈɛzənsɪz	18
41350	presbytery	pɹɪsbˈa‍ɪtəɹi	18
41351	prejudging	pɹɪd‍ʒˈʌd‍ʒɪŋ	18
41352	predominance	pɹɪdˈɒmɪnəns	18
41353	prayerful	pɹˈe‍əfə‍l	18
41354	praxis	pɹˈæksɪs	18
41355	powdering	pˈa‍ʊdəɹɪŋ	18
41356	pouffe	pˈuːf	18
41357	postmodernism	pˈə‍ʊstmədənˌɪzəm	18
41358	portioned	pˈɔːʃənd	18
41359	porphyry	pˈɔːfɪɹi	18
41360	popish	pˈɒpɪʃ	18
41361	poops	pˈuːps	18
41362	ponchos	pˈɒnt‍ʃə‍ʊz	18
41363	pomfret	pˈɒmfɹɪt	18
41364	pollarding	pˈɒlɑːdɪŋ	18
41365	pointlessness	pˈɔ‍ɪntləsnəs	18
41366	podiatrist	pˈə‍ʊdɪˌætɹɪst	18
41367	plumed	plˈuːmd	18
41368	plonkers	plˈɒŋkəz	18
41369	plena	plˈiːnɐ	18
41370	plebes	plˈiːbz	18
41371	playfully	plˈe‍ɪfəli	18
41372	planed	plˈe‍ɪnd	18
41373	plainest	plˈe‍ɪnəst	18
41374	pillory	pˈɪləɹˌi	18
41375	physiques	fɪzˈiːks	18
41376	physiologist	fˌɪzɪˈɒləd‍ʒˌɪst	18
41377	phishing	fˈɪʃɪŋ	18
41378	pfennig	fˈɛnɪɡ	18
41379	perusal	pəɹˈuːzə‍l	18
41380	perestroika	pˈɛɹɪstɹˌɔ‍ɪkɐ	18
41381	peppy	pˈɛpi	18
41382	pendulous	pˈɛndjʊləs	18
41383	parities	pˈæɹɪtiz	18
41384	parietal	pˈæɹa‍ɪ‍ətə‍l	18
41385	pandemics	pændˈɛmɪks	18
41386	palpably	pˈælpəbli	18
41387	pacifism	pˈæsɪfˌɪzəm	18
41388	oxidisation	ˌɒksɪda‍ɪzˈe‍ɪʃən	18
41389	overstay	ˌə‍ʊvəstˈe‍ɪ	18
41390	overreached	ˌə‍ʊvəɹˈiːt‍ʃt	18
41391	overreach	ˌə‍ʊvəɹˈiːt‍ʃ	18
41392	overpay	ˌə‍ʊvəpˈe‍ɪ	18
41393	overenthusiastic	ˌə‍ʊvəɹɛnθjˌuːzɪˈæstɪk	18
41394	outpourings	a‍ʊtpˈɔːɹɪŋz	18
41395	outlooks	ˈa‍ʊtlʊks	18
41396	outlasted	a‍ʊtlˈɑːstɪd	18
41397	outflow	a‍ʊtflˈə‍ʊ	18
41398	ostentatiously	ˌɒstəntˈe‍ɪʃəsli	18
41399	oration	ɔːɹˈe‍ɪʃən	18
41400	oestrus	ˈiːstɹəs	18
41401	obstetricians	ɒbstɪtɹˈɪʃənz	18
41402	obsidian	ɒbsˈɪdi‍ən	18
41403	oboist	ˈə‍ʊbə‍ʊˌɪst	18
41404	nurserymen	nˈɜːsəɹˌɪmɛn	18
41405	nurseryman	nˈɜːsəɹˌɪmən	18
41406	numerator	njˈuːməɹˌe‍ɪtɐ	18
41407	nightshirt	nˈa‍ɪtʃɜːt	18
41408	nicker	nˈɪkɐ	18
41409	necrosis	nɛkɹˈə‍ʊsɪs	18
41410	neap	nˈiːp	18
41411	navigates	nˈævɪɡˌe‍ɪts	18
41412	nanometres	nˌænə‍ʊmˈiːtəz	18
41413	nabbing	nˈæbɪŋ	18
41414	mystify	mˈɪstɪfˌa‍ɪ	18
41415	muzz	mˈʌz	18
41416	mutating	mjuːtˈe‍ɪtɪŋ	18
41417	munchers	mˈʌnt‍ʃəz	18
41418	multiplies	mˈʌltɪplˌa‍ɪz	18
41419	mulching	mˈʌlt‍ʃɪŋ	18
41420	mote	mˈə‍ʊt	18
41421	monteith	mˈɒntiːθ	18
41422	monorail	mˈɒnə‍ʊɹˌe‍ɪl	18
41423	mongo	mˈɒŋɡə‍ʊ	18
41424	monetise	mˈɒnɪtˌa‍ɪz	18
41425	monarchists	mˈɒnəkˌɪsts	18
41426	mobbing	mˈɒbɪŋ	18
41427	mistrustful	mɪstɹˈʌstfə‍l	18
41428	misters	mˈɪstəz	18
41429	misspelling	mɪsspˈɛlɪŋ	18
41430	minim	mˈɪnɪm	18
41431	microseconds	mˈa‍ɪkɹə‍ʊsˌɛkəndz	18
41432	metrics	mˈɛtɹɪks	18
41433	mesmeric	mɛsmˈɛɹɪk	18
41434	meshing	mˈɛʃɪŋ	18
41435	meltingly	mˈɛltɪŋli	18
41436	mellows	mˈɛlə‍ʊz	18
41437	measurer	mˈɛʒəɹɐ	18
41438	meaningfully	mˈiːnɪŋfəli	18
41439	matin	mˈætɪn	18
41440	masted	mˈɑːstɪd	18
41441	marketplaces	mˈɑːkɪtplˌe‍ɪsɪz	18
41442	marketers	mˈɑːkɪtəz	18
41443	marketer	mˈɑːkɪtɐ	18
41444	manicurist	mˈænɪkjˌʊɹɪst	18
41445	manholes	mˈænhə‍ʊlz	18
41446	mandolins	mˈændəlˌɪnz	18
41447	mallow	mˈælə‍ʊ	18
41448	majorette	mˌe‍ɪd‍ʒəɹˈɛt	18
41449	maharishi	mˌæhɑːɹˈiːʃi	18
41450	magnetically	mæɡnˈɛtɪkli	18
41451	magnates	mˈæɡne‍ɪts	18
41452	lynchpin	lˈɪnt‍ʃpɪn	18
41453	lusts	lˈʌsts	18
41454	lunched	lˈʌnt‍ʃt	18
41455	luminaries	lˈuːmɪnəɹiz	18
41456	lulls	lˈʌlz	18
41457	lowercase	lˈə‍ʊəkˌe‍ɪs	18
41458	louche	lˈa‍ʊt‍ʃ	18
41459	lops	lˈɒps	18
41460	loppers	lˈɒpəz	18
41461	loper	lˈə‍ʊpɐ	18
41462	looter	lˈuːtɐ	18
41463	loons	lˈuːnz	18
41464	localise	lˈə‍ʊkəlˌa‍ɪz	18
41465	lm	ˌɛlˈɛm	18
41466	lithographs	lˈɪθəɡɹˌæfz	18
41467	linnets	lˈɪnɪts	18
41468	limed	lˈa‍ɪmd	18
41469	leveret	lˈiːvəɹət	18
41470	levered	lˈiːvəd	18
41471	lettered	lˈɛtəd	18
41472	leman	lˈɛmən	18
41473	lathes	lˈe‍ɪðz	18
41474	latecomers	lˈe‍ɪtkʌməz	18
41475	landside	lˈændsa‍ɪd	18
41476	landowning	lˈænda‍ʊnɪŋ	18
41477	laminar	lˈæmɪnˌɑː	18
41478	ladybug	lˈe‍ɪdɪbˌʌɡ	18
41479	ladled	lˈædə‍ld	18
41480	knaves	nˈe‍ɪvz	18
41481	jurisprudence	d‍ʒˈɔːɹɪspɹˌuːdəns	18
41482	jocular	d‍ʒˈɒkjʊlɐ	18
41483	jingoism	d‍ʒˈɪŋɡə‍ʊˌɪzəm	18
41484	jigged	d‍ʒˈɪɡd	18
41485	jesting	d‍ʒˈɛstɪŋ	18
41486	japonica	d‍ʒæpˈɒnɪkɐ	18
41487	japes	d‍ʒˈe‍ɪps	18
41488	jalopy	d‍ʒɐlˈɒpi	18
41489	jackboots	d‍ʒˈækbuːts	18
41490	irritants	ˈɪɹɪtənts	18
41491	irritability	ˌɪɹɪtəbˈɪlɪti	18
41492	irreparably	ɪɹɪpˈɑːɹəbli	18
41493	irked	ˈɜːkt	18
41494	ionised	ˈa‍ɪənˌa‍ɪzd	18
41495	invoiced	ˈɪnvɔ‍ɪst	18
41496	invalidate	ɪnvˈælɪdˌe‍ɪt	18
41497	intersecting	ˌɪntəsˈɛktɪŋ	18
41498	interfaith	ˌɪntəfˈe‍ɪθ	18
41499	intelligences	ɪntˈɛlɪd‍ʒənsɪz	18
41500	intellects	ˈɪntəlˌɛkts	18
41501	insoluble	ɪnsˈɒljuːbə‍l	18
41502	inhibitors	ɪnhˈɪbɪtəz	18
41503	ingle	ɪnɡlˈiː	18
41504	infusions	ɪnfjˈuːʒənz	18
41505	infinitesimal	ˈɪnfɪnətˌɛsɪmə‍l	18
41506	infidels	ˈɪnfɪdə‍lz	18
41507	inferiors	ɪnfˈi‍əɹɪəz	18
41508	infanta	ɪnfˈɑːntɐ	18
41509	inexpensively	ˌɪnɛkspˈɛnsɪvli	18
41510	inexact	ˌɪnɛɡzˈækt	18
41511	inducements	ɪndjˈuːsmənts	18
41512	indignities	ɪndˈɪɡnɪtiz	18
41513	incumbency	ɪnkˈʌmbənsi	18
41514	inconveniently	ɪnkənvˈiːnɪəntli	18
41515	inattention	ɪnɐtˈɛnʃən	18
41516	imperator	ɪmpˈɜːɹe‍ɪtɐ	18
41517	impeached	ɪmpˈiːt‍ʃt	18
41518	impatiens	ɪmpˈe‍ɪʃənz	18
41519	immunology	ɪmjuːnˈɒləd‍ʒi	18
41520	immobilising	ɪmˈə‍ʊbəlˌa‍ɪzɪŋ	18
41521	imbue	ɪmbjˈuː	18
41522	illegitimacy	ɪləd‍ʒˈɪtɪməsi	18
41523	idealise	a‍ɪdˈi‍əla‍ɪz	18
41524	hypoglycaemia	hˌa‍ɪpə‍ʊɡla‍ɪkˈiːmi‍ə	18
41525	hypersensitive	ha‍ɪpˈɜːsənsɪtˌɪv	18
41526	hydrants	hˈa‍ɪdɹənts	18
41527	humorist	hjˈuːmɔːɹˌɪst	18
41528	huddles	hˈʌdə‍lz	18
41529	hovercrafts	hˈɒvəkɹˌɑːfts	18
41530	hothead	hˈɒthɛd	18
41531	horticulturalists	hˈɔːtɪkˌʌlt‍ʃəɹəlˌɪsts	18
41532	horseless	hˈɔːsləs	18
41533	hones	hˈə‍ʊnz	18
41534	holistically	həlˈɪstɪkli	18
41535	hoists	hˈɔ‍ɪsts	18
41536	hobgoblin	hˈɒbɡəblˌɪn	18
41537	hijacker	hˈa‍ɪd‍ʒækɐ	18
41538	highpoint	hˈa‍ɪpɔ‍ɪnt	18
41539	hideouts	hˈa‍ɪda‍ʊts	18
41540	herbivorous	hɜːbˈɪvəɹəs	18
41541	helical	hˈɛlɪkə‍l	18
41542	headscarves	hˈɛdskɑːvz	18
41543	headquartered	hɛdkwˈɔːtəd	18
41544	haymaker	hˈe‍ɪme‍ɪkɐ	18
41545	haunches	hˈɔːnt‍ʃɪz	18
41546	habituated	hˈæbɪt‍ʃˌuːe‍ɪtɪd	18
41547	gushed	ɡˈʌʃt	18
41548	gunky	ɡˈʌŋki	18
41549	guesser	ɡˈɛsɐ	18
41550	growly	ɡɹˈə‍ʊli	18
41551	grottoes	ɡɹˈɒtə‍ʊz	18
41552	gristly	ɡɹˈɪstli	18
41553	graven	ɡɹˈe‍ɪvən	18
41554	grandstands	ɡɹˈændstændz	18
41555	grabby	ɡɹˈæbi	18
41556	gored	ɡˈɔːd	18
41557	goofs	ɡˈuːfs	18
41558	gobies	ɡˈə‍ʊbɪz	18
41559	glycogen	ɡlˈa‍ɪkəd‍ʒən	18
41560	glittered	ɡlˈɪtəd	18
41561	glimmering	ɡlˈɪməɹɪŋ	18
41562	geometrically	d‍ʒˌiːə‍ʊmˈɛtɹɪkli	18
41563	geographers	d‍ʒɪˈɒɡɹəfəz	18
41564	gentlewoman	d‍ʒˈɛntə‍lwˌʊmən	18
41565	gazes	ɡˈe‍ɪzɪz	18
41566	garrulous	ɡˈærjʊləs	18
41567	gamy	ɡˈe‍ɪmi	18
41568	furthered	fˈɜːðəd	18
41569	fug	fˈʌɡ	18
41570	frilled	fɹˈɪld	18
41571	foursquare	fˈɔːskwe‍ə	18
41572	foldaway	fˈə‍ʊldəwˌe‍ɪ	18
41573	foetuses	fˈiːtəsɪz	18
41574	fireballs	fˈa‍ɪ‍əbɔːlz	18
41575	finessed	fɪnˈɛst	18
41576	fiefdom	fˈiːfdəm	18
41577	fetlock	fˈɛtlɒk	18
41578	feldspar	fˈɛldspɑː	18
41579	federated	fˈɛdəɹˌe‍ɪtɪd	18
41580	feasibly	fˈiːzəbli	18
41581	fattiness	fˈætɪnəs	18
41582	falsehoods	fˈɒlshʊdz	18
41583	extruded	ɛkstɹˈuːdɪd	18
41584	extinguishing	ɛkstˈɪŋɡwɪʃɪŋ	18
41585	experimentally	ɛkspˌɛɹɪmˈɛntə‍li	18
41586	exemplify	ɛɡzˈɛmplɪfˌa‍ɪ	18
41587	eunuchs	jˈuːnʌt‍ʃz	18
41588	estrangement	ɛstɹˈe‍ɪnd‍ʒmənt	18
41589	ergonomic	ˌɜːɡənˈɒmɪk	18
41590	environ	ɛnvˈa‍ɪɹən	18
41591	enhancers	ɛnhˈɑːnsəz	18
41592	engravers	ɛnɡɹˈe‍ɪvəz	18
41593	emeritus	ɪmˈɛɹɪtəs	18
41594	embarrassments	ɛmbˈæɹəsmənts	18
41595	eking	ˈiːkɪŋ	18
41596	ejections	ɪd‍ʒˈɛkʃənz	18
41597	educative	ˈɛd‍ʒuːkətˌɪv	18
41598	editorially	ˌɛdɪtˈɔːɹɪəli	18
41599	earlobe	ˈi‍ələ‍ʊb	18
41600	dustcart	dˈʌstkɑːt	18
41601	drunkenly	dɹˈʌŋkənli	18
41602	drogue	dɹˈə‍ʊɡ	18
41603	dosser	dˈɒsɐ	18
41604	doormen	dˈɔːmɛn	18
41605	dockland	dˈɒklənd	18
41606	divvying	dˈɪvɪɪŋ	18
41607	distributional	dˌɪstɹɪbjˈuːʃənə‍l	18
41608	dissuaded	dɪswˈe‍ɪdɪd	18
41609	displaces	dɪsplˈe‍ɪsɪz	18
41610	dispelling	dɪspˈɛlɪŋ	18
41611	dislocating	dɪslə‍ʊkˈe‍ɪtɪŋ	18
41612	disinclined	dˌɪsɪnklˈa‍ɪnd	18
41613	discloses	dɪsklˈə‍ʊzɪz	18
41614	disbursed	dɪsbˈɜːsd	18
41615	dioxins	da‍ɪˈɒksɪnz	18
41616	diodes	dˈa‍ɪə‍ʊdz	18
41617	dinars	dˈɪnɑːz	18
41618	dilutes	da‍ɪlˈuːts	18
41619	dilettante	da‍ɪltˈɑːnte‍ɪ	18
41620	diffusing	dɪfjˈuːzɪŋ	18
41621	dieticians	da‍ɪ‍ətˈɪʃənz	18
41622	deviations	dˌiːvɪˈe‍ɪʃənz	18
41623	destructor	dɪstɹˈʌktɐ	18
41624	desecrating	dˈɛsɪkɹˌe‍ɪtɪŋ	18
41625	depreciate	dɪpɹˈiːʃɪˌe‍ɪt	18
41626	demoralise	dɪmˈɒɹəlˌa‍ɪz	18
41627	defecating	dɪfˈɛke‍ɪtɪŋ	18
41628	deceives	dɪsˈiːvz	18
41629	deathwatch	dˈɛθwɒt‍ʃ	18
41630	deacons	dˈiːkənz	18
41631	daubed	dˈɔːbd	18
41632	dallied	dˈælid	18
41633	dags	dˈæɡz	18
41634	dafter	dˈɑːftɐ	18
41635	cuticle	kjˈuːtɪkə‍l	18
41636	cupful	kˈʌpfə‍l	18
41637	cuneiform	kˈʌne‍ɪfˌɔːm	18
41638	culverts	kˈʌlvɜːts	18
41639	cuddy	kˈʌdi	18
41640	cubit	kjˈuːbɪt	18
41641	cruck	kɹˈʌk	18
41642	croaks	kɹˈə‍ʊks	18
41643	crimpers	kɹˈɪmpəz	18
41644	crake	kɹˈe‍ɪk	18
41645	cottons	kˈɒtənz	18
41646	costermonger	kˈɒstəmˌɒŋɐ	18
41647	coronets	kˈɒɹənˌɛts	18
41648	corms	kˈɔːmz	18
41649	copperhead	kˈɒpəhˌɛd	18
41650	conversant	kənvˈɜːsənt	18
41651	convalesce	kˈɒnvəlˌɛs	18
41652	contravenes	kˌɒntɹəvˈiːnz	18
41653	contras	kˈɒntɹəz	18
41654	contortions	kəntˈɔːʃənz	18
41655	conquistador	kɒnkˈiːstədˌɔː	18
41656	confidences	kˈɒnfɪdənsɪz	18
41657	conductance	kəndˈʌktəns	18
41658	computation	kˌɒmpjuːtˈe‍ɪʃən	18
41659	complexions	kəmplˈɛkʃənz	18
41660	completions	kəmplˈiːʃənz	18
41661	compilations	kˌɒmpɪlˈe‍ɪʃənz	18
41662	competences	kˈɒmpɪtənsɪz	18
41663	colitis	kəlˈa‍ɪtɪs	18
41664	clubber	klˈʌbɐ	18
41665	classing	klˈɑːsɪŋ	18
41666	claros	klˈæɹə‍ʊz	18
41667	clacking	klˈækɪŋ	18
41668	chlorate	klˈɔːɹe‍ɪt	18
41669	chinned	t‍ʃˈɪnd	18
41670	childbearing	t‍ʃˈa‍ɪldbe‍əɹɪŋ	18
41671	chela	t‍ʃˈɛlɐ	18
41672	cheesecloth	t‍ʃˈiːzklɒθ	18
41673	chauvinist	ʃˈə‍ʊvɪnˌɪst	18
41674	chartist	t‍ʃˈɑːtɪst	18
41675	chalkboard	t‍ʃˈɔːkbɔːd	18
